,trade_date
7094,2019-12-24
7095,2019-12-25
7096,2019-12-26
7097,2019-12-27
7098,2019-12-30
7099,2019-12-31
7100,2020-01-02
7101,2020-01-03
7102,2020-01-06
7103,2020-01-07
7104,2020-01-08
7105,2020-01-09
7106,2020-01-10
7107,2020-01-13
7108,2020-01-14
7109,2020-01-15
7110,2020-01-16
7111,2020-01-17
7112,2020-01-20
7113,2020-01-21
7114,2020-01-22
7115,2020-01-23
7116,2020-02-03
7117,2020-02-04
7118,2020-02-05
7119,2020-02-06
7120,2020-02-07
7121,2020-02-10
7122,2020-02-11
7123,2020-02-12
7124,2020-02-13
7125,2020-02-14
7126,2020-02-17
7127,2020-02-18
7128,2020-02-19
7129,2020-02-20
7130,2020-02-21
7131,2020-02-24
7132,2020-02-25
7133,2020-02-26
7134,2020-02-27
7135,2020-02-28
7136,2020-03-02
7137,2020-03-03
7138,2020-03-04
7139,2020-03-05
7140,2020-03-06
7141,2020-03-09
7142,2020-03-10
7143,2020-03-11
7144,2020-03-12
7145,2020-03-13
7146,2020-03-16
7147,2020-03-17
7148,2020-03-18
7149,2020-03-19
7150,2020-03-20
7151,2020-03-23
7152,2020-03-24
7153,2020-03-25
7154,2020-03-26
7155,2020-03-27
7156,2020-03-30
7157,2020-03-31
7158,2020-04-01
7159,2020-04-02
7160,2020-04-03
7161,2020-04-07
7162,2020-04-08
7163,2020-04-09
7164,2020-04-10
7165,2020-04-13
7166,2020-04-14
7167,2020-04-15
7168,2020-04-16
7169,2020-04-17
7170,2020-04-20
7171,2020-04-21
7172,2020-04-22
7173,2020-04-23
7174,2020-04-24
7175,2020-04-27
7176,2020-04-28
7177,2020-04-29
7178,2020-04-30
7179,2020-05-06
7180,2020-05-07
7181,2020-05-08
7182,2020-05-11
7183,2020-05-12
7184,2020-05-13
7185,2020-05-14
7186,2020-05-15
7187,2020-05-18
7188,2020-05-19
7189,2020-05-20
7190,2020-05-21
7191,2020-05-22
7192,2020-05-25
7193,2020-05-26
7194,2020-05-27
7195,2020-05-28
7196,2020-05-29
7197,2020-06-01
7198,2020-06-02
7199,2020-06-03
7200,2020-06-04
7201,2020-06-05
7202,2020-06-08
7203,2020-06-09
7204,2020-06-10
7205,2020-06-11
7206,2020-06-12
7207,2020-06-15
7208,2020-06-16
7209,2020-06-17
7210,2020-06-18
7211,2020-06-19
7212,2020-06-22
7213,2020-06-23
7214,2020-06-24
7215,2020-06-29
7216,2020-06-30
7217,2020-07-01
7218,2020-07-02
7219,2020-07-03
7220,2020-07-06
7221,2020-07-07
7222,2020-07-08
7223,2020-07-09
7224,2020-07-10
7225,2020-07-13
7226,2020-07-14
7227,2020-07-15
7228,2020-07-16
7229,2020-07-17
7230,2020-07-20
7231,2020-07-21
7232,2020-07-22
7233,2020-07-23
7234,2020-07-24
7235,2020-07-27
7236,2020-07-28
7237,2020-07-29
7238,2020-07-30
7239,2020-07-31
7240,2020-08-03
7241,2020-08-04
7242,2020-08-05
7243,2020-08-06
7244,2020-08-07
7245,2020-08-10
7246,2020-08-11
7247,2020-08-12
7248,2020-08-13
7249,2020-08-14
7250,2020-08-17
7251,2020-08-18
7252,2020-08-19
7253,2020-08-20
7254,2020-08-21
7255,2020-08-24
7256,2020-08-25
7257,2020-08-26
7258,2020-08-27
7259,2020-08-28
7260,2020-08-31
7261,2020-09-01
7262,2020-09-02
7263,2020-09-03
7264,2020-09-04
7265,2020-09-07
7266,2020-09-08
7267,2020-09-09
7268,2020-09-10
7269,2020-09-11
7270,2020-09-14
7271,2020-09-15
7272,2020-09-16
7273,2020-09-17
7274,2020-09-18
7275,2020-09-21
7276,2020-09-22
7277,2020-09-23
7278,2020-09-24
7279,2020-09-25
7280,2020-09-28
7281,2020-09-29
7282,2020-09-30
7283,2020-10-09
7284,2020-10-12
7285,2020-10-13
7286,2020-10-14
7287,2020-10-15
7288,2020-10-16
7289,2020-10-19
7290,2020-10-20
7291,2020-10-21
7292,2020-10-22
7293,2020-10-23
7294,2020-10-26
7295,2020-10-27
7296,2020-10-28
7297,2020-10-29
7298,2020-10-30
7299,2020-11-02
7300,2020-11-03
7301,2020-11-04
7302,2020-11-05
7303,2020-11-06
7304,2020-11-09
7305,2020-11-10
7306,2020-11-11
7307,2020-11-12
7308,2020-11-13
7309,2020-11-16
7310,2020-11-17
7311,2020-11-18
7312,2020-11-19
7313,2020-11-20
7314,2020-11-23
7315,2020-11-24
7316,2020-11-25
7317,2020-11-26
7318,2020-11-27
7319,2020-11-30
7320,2020-12-01
7321,2020-12-02
7322,2020-12-03
7323,2020-12-04
7324,2020-12-07
7325,2020-12-08
7326,2020-12-09
7327,2020-12-10
7328,2020-12-11
7329,2020-12-14
7330,2020-12-15
7331,2020-12-16
7332,2020-12-17
7333,2020-12-18
7334,2020-12-21
7335,2020-12-22
7336,2020-12-23
7337,2020-12-24
7338,2020-12-25
7339,2020-12-28
7340,2020-12-29
7341,2020-12-30
7342,2020-12-31
7343,2021-01-04
7344,2021-01-05
7345,2021-01-06
7346,2021-01-07
7347,2021-01-08
7348,2021-01-11
7349,2021-01-12
7350,2021-01-13
7351,2021-01-14
7352,2021-01-15
7353,2021-01-18
7354,2021-01-19
7355,2021-01-20
7356,2021-01-21
7357,2021-01-22
7358,2021-01-25
7359,2021-01-26
7360,2021-01-27
7361,2021-01-28
7362,2021-01-29
7363,2021-02-01
7364,2021-02-02
7365,2021-02-03
7366,2021-02-04
7367,2021-02-05
7368,2021-02-08
7369,2021-02-09
7370,2021-02-10
7371,2021-02-18
7372,2021-02-19
7373,2021-02-22
7374,2021-02-23
7375,2021-02-24
7376,2021-02-25
7377,2021-02-26
7378,2021-03-01
7379,2021-03-02
7380,2021-03-03
7381,2021-03-04
7382,2021-03-05
7383,2021-03-08
7384,2021-03-09
7385,2021-03-10
7386,2021-03-11
7387,2021-03-12
7388,2021-03-15
7389,2021-03-16
7390,2021-03-17
7391,2021-03-18
7392,2021-03-19
7393,2021-03-22
7394,2021-03-23
7395,2021-03-24
7396,2021-03-25
7397,2021-03-26
7398,2021-03-29
7399,2021-03-30
7400,2021-03-31
7401,2021-04-01
7402,2021-04-02
7403,2021-04-06
7404,2021-04-07
7405,2021-04-08
7406,2021-04-09
7407,2021-04-12
7408,2021-04-13
7409,2021-04-14
7410,2021-04-15
7411,2021-04-16
7412,2021-04-19
7413,2021-04-20
7414,2021-04-21
7415,2021-04-22
7416,2021-04-23
7417,2021-04-26
7418,2021-04-27
7419,2021-04-28
7420,2021-04-29
7421,2021-04-30
7422,2021-05-06
7423,2021-05-07
7424,2021-05-10
7425,2021-05-11
7426,2021-05-12
7427,2021-05-13
7428,2021-05-14
7429,2021-05-17
7430,2021-05-18
7431,2021-05-19
7432,2021-05-20
7433,2021-05-21
7434,2021-05-24
7435,2021-05-25
7436,2021-05-26
7437,2021-05-27
7438,2021-05-28
7439,2021-05-31
7440,2021-06-01
7441,2021-06-02
7442,2021-06-03
7443,2021-06-04
7444,2021-06-07
7445,2021-06-08
7446,2021-06-09
7447,2021-06-10
7448,2021-06-11
7449,2021-06-15
7450,2021-06-16
7451,2021-06-17
7452,2021-06-18
7453,2021-06-21
7454,2021-06-22
7455,2021-06-23
7456,2021-06-24
7457,2021-06-25
7458,2021-06-28
7459,2021-06-29
7460,2021-06-30
7461,2021-07-01
7462,2021-07-02
7463,2021-07-05
7464,2021-07-06
7465,2021-07-07
7466,2021-07-08
7467,2021-07-09
7468,2021-07-12
7469,2021-07-13
7470,2021-07-14
7471,2021-07-15
7472,2021-07-16
7473,2021-07-19
7474,2021-07-20
7475,2021-07-21
7476,2021-07-22
7477,2021-07-23
7478,2021-07-26
7479,2021-07-27
7480,2021-07-28
7481,2021-07-29
7482,2021-07-30
7483,2021-08-02
7484,2021-08-03
7485,2021-08-04
7486,2021-08-05
7487,2021-08-06
7488,2021-08-09
7489,2021-08-10
7490,2021-08-11
7491,2021-08-12
7492,2021-08-13
7493,2021-08-16
7494,2021-08-17
7495,2021-08-18
7496,2021-08-19
7497,2021-08-20
7498,2021-08-23
7499,2021-08-24
7500,2021-08-25
7501,2021-08-26
7502,2021-08-27
7503,2021-08-30
7504,2021-08-31
7505,2021-09-01
7506,2021-09-02
7507,2021-09-03
7508,2021-09-06
7509,2021-09-07
7510,2021-09-08
7511,2021-09-09
7512,2021-09-10
7513,2021-09-13
7514,2021-09-14
7515,2021-09-15
7516,2021-09-16
7517,2021-09-17
7518,2021-09-22
7519,2021-09-23
7520,2021-09-24
7521,2021-09-27
7522,2021-09-28
7523,2021-09-29
7524,2021-09-30
7525,2021-10-08
7526,2021-10-11
7527,2021-10-12
7528,2021-10-13
7529,2021-10-14
7530,2021-10-15
7531,2021-10-18
7532,2021-10-19
7533,2021-10-20
7534,2021-10-21
7535,2021-10-22
7536,2021-10-25
7537,2021-10-26
7538,2021-10-27
7539,2021-10-28
7540,2021-10-29
7541,2021-11-01
7542,2021-11-02
7543,2021-11-03
7544,2021-11-04
7545,2021-11-05
7546,2021-11-08
7547,2021-11-09
7548,2021-11-10
7549,2021-11-11
7550,2021-11-12
7551,2021-11-15
7552,2021-11-16
7553,2021-11-17
7554,2021-11-18
7555,2021-11-19
7556,2021-11-22
7557,2021-11-23
7558,2021-11-24
7559,2021-11-25
7560,2021-11-26
7561,2021-11-29
7562,2021-11-30
7563,2021-12-01
7564,2021-12-02
7565,2021-12-03
7566,2021-12-06
7567,2021-12-07
7568,2021-12-08
7569,2021-12-09
7570,2021-12-10
7571,2021-12-13
7572,2021-12-14
7573,2021-12-15
7574,2021-12-16
7575,2021-12-17
7576,2021-12-20
7577,2021-12-21
7578,2021-12-22
7579,2021-12-23
7580,2021-12-24
7581,2021-12-27
7582,2021-12-28
7583,2021-12-29
7584,2021-12-30
7585,2021-12-31
7586,2022-01-04
7587,2022-01-05
7588,2022-01-06
7589,2022-01-07
7590,2022-01-10
7591,2022-01-11
7592,2022-01-12
7593,2022-01-13
7594,2022-01-14
7595,2022-01-17
7596,2022-01-18
7597,2022-01-19
7598,2022-01-20
7599,2022-01-21
7600,2022-01-24
7601,2022-01-25
7602,2022-01-26
7603,2022-01-27
7604,2022-01-28
7605,2022-02-07
7606,2022-02-08
7607,2022-02-09
7608,2022-02-10
7609,2022-02-11
7610,2022-02-14
7611,2022-02-15
7612,2022-02-16
7613,2022-02-17
7614,2022-02-18
7615,2022-02-21
7616,2022-02-22
7617,2022-02-23
7618,2022-02-24
7619,2022-02-25
7620,2022-02-28
7621,2022-03-01
7622,2022-03-02
7623,2022-03-03
7624,2022-03-04
7625,2022-03-07
7626,2022-03-08
7627,2022-03-09
7628,2022-03-10
7629,2022-03-11
7630,2022-03-14
7631,2022-03-15
7632,2022-03-16
7633,2022-03-17
7634,2022-03-18
7635,2022-03-21
7636,2022-03-22
7637,2022-03-23
7638,2022-03-24
7639,2022-03-25
7640,2022-03-28
7641,2022-03-29
7642,2022-03-30
7643,2022-03-31
7644,2022-04-01
7645,2022-04-06
7646,2022-04-07
7647,2022-04-08
7648,2022-04-11
7649,2022-04-12
7650,2022-04-13
7651,2022-04-14
7652,2022-04-15
7653,2022-04-18
7654,2022-04-19
7655,2022-04-20
7656,2022-04-21
7657,2022-04-22
7658,2022-04-25
7659,2022-04-26
7660,2022-04-27
7661,2022-04-28
7662,2022-04-29
7663,2022-05-05
7664,2022-05-06
7665,2022-05-09
7666,2022-05-10
7667,2022-05-11
7668,2022-05-12
7669,2022-05-13
7670,2022-05-16
7671,2022-05-17
7672,2022-05-18
7673,2022-05-19
7674,2022-05-20
7675,2022-05-23
7676,2022-05-24
7677,2022-05-25
7678,2022-05-26
7679,2022-05-27
7680,2022-05-30
7681,2022-05-31
7682,2022-06-01
7683,2022-06-02
7684,2022-06-06
7685,2022-06-07
7686,2022-06-08
7687,2022-06-09
7688,2022-06-10
7689,2022-06-13
7690,2022-06-14
7691,2022-06-15
7692,2022-06-16
7693,2022-06-17
7694,2022-06-20
7695,2022-06-21
7696,2022-06-22
7697,2022-06-23
7698,2022-06-24
7699,2022-06-27
7700,2022-06-28
7701,2022-06-29
7702,2022-06-30
7703,2022-07-01
7704,2022-07-04
7705,2022-07-05
7706,2022-07-06
7707,2022-07-07
7708,2022-07-08
7709,2022-07-11
7710,2022-07-12
7711,2022-07-13
7712,2022-07-14
7713,2022-07-15
7714,2022-07-18
7715,2022-07-19
7716,2022-07-20
7717,2022-07-21
7718,2022-07-22
7719,2022-07-25
7720,2022-07-26
7721,2022-07-27
7722,2022-07-28
7723,2022-07-29
7724,2022-08-01
7725,2022-08-02
7726,2022-08-03
7727,2022-08-04
7728,2022-08-05
7729,2022-08-08
7730,2022-08-09
7731,2022-08-10
7732,2022-08-11
7733,2022-08-12
7734,2022-08-15
7735,2022-08-16
7736,2022-08-17
7737,2022-08-18
7738,2022-08-19
7739,2022-08-22
7740,2022-08-23
7741,2022-08-24
7742,2022-08-25
7743,2022-08-26
7744,2022-08-29
7745,2022-08-30
7746,2022-08-31
7747,2022-09-01
7748,2022-09-02
7749,2022-09-05
7750,2022-09-06
7751,2022-09-07
7752,2022-09-08
7753,2022-09-09
7754,2022-09-13
7755,2022-09-14
7756,2022-09-15
7757,2022-09-16
7758,2022-09-19
7759,2022-09-20
7760,2022-09-21
7761,2022-09-22
7762,2022-09-23
7763,2022-09-26
7764,2022-09-27
7765,2022-09-28
7766,2022-09-29
7767,2022-09-30
7768,2022-10-10
7769,2022-10-11
7770,2022-10-12
7771,2022-10-13
7772,2022-10-14
7773,2022-10-17
7774,2022-10-18
7775,2022-10-19
7776,2022-10-20
7777,2022-10-21
7778,2022-10-24
7779,2022-10-25
7780,2022-10-26
7781,2022-10-27
7782,2022-10-28
7783,2022-10-31
7784,2022-11-01
7785,2022-11-02
7786,2022-11-03
7787,2022-11-04
7788,2022-11-07
7789,2022-11-08
7790,2022-11-09
7791,2022-11-10
7792,2022-11-11
7793,2022-11-14
7794,2022-11-15
7795,2022-11-16
7796,2022-11-17
7797,2022-11-18
7798,2022-11-21
7799,2022-11-22
7800,2022-11-23
7801,2022-11-24
7802,2022-11-25
7803,2022-11-28
7804,2022-11-29
7805,2022-11-30
7806,2022-12-01
7807,2022-12-02
7808,2022-12-05
7809,2022-12-06
7810,2022-12-07
7811,2022-12-08
7812,2022-12-09
7813,2022-12-12
7814,2022-12-13
7815,2022-12-14
7816,2022-12-15
7817,2022-12-16
7818,2022-12-19
7819,2022-12-20
7820,2022-12-21
7821,2022-12-22
7822,2022-12-23
7823,2022-12-26
7824,2022-12-27
7825,2022-12-28
7826,2022-12-29
7827,2022-12-30
7828,2023-01-03
7829,2023-01-04
7830,2023-01-05
7831,2023-01-06
7832,2023-01-09
7833,2023-01-10
7834,2023-01-11
7835,2023-01-12
7836,2023-01-13
7837,2023-01-16
7838,2023-01-17
7839,2023-01-18
7840,2023-01-19
7841,2023-01-20
7842,2023-01-30
7843,2023-01-31
7844,2023-02-01
7845,2023-02-02
7846,2023-02-03
7847,2023-02-06
7848,2023-02-07
7849,2023-02-08
7850,2023-02-09
7851,2023-02-10
7852,2023-02-13
7853,2023-02-14
7854,2023-02-15
7855,2023-02-16
7856,2023-02-17
7857,2023-02-20
7858,2023-02-21
7859,2023-02-22
7860,2023-02-23
7861,2023-02-24
7862,2023-02-27
7863,2023-02-28
7864,2023-03-01
7865,2023-03-02
7866,2023-03-03
7867,2023-03-06
7868,2023-03-07
7869,2023-03-08
7870,2023-03-09
7871,2023-03-10
7872,2023-03-13
7873,2023-03-14
7874,2023-03-15
7875,2023-03-16
7876,2023-03-17
7877,2023-03-20
7878,2023-03-21
7879,2023-03-22
7880,2023-03-23
7881,2023-03-24
7882,2023-03-27
7883,2023-03-28
7884,2023-03-29
7885,2023-03-30
7886,2023-03-31
7887,2023-04-03
7888,2023-04-04
7889,2023-04-06
7890,2023-04-07
7891,2023-04-10
7892,2023-04-11
7893,2023-04-12
7894,2023-04-13
7895,2023-04-14
7896,2023-04-17
7897,2023-04-18
7898,2023-04-19
7899,2023-04-20
7900,2023-04-21
7901,2023-04-24
7902,2023-04-25
7903,2023-04-26
7904,2023-04-27
7905,2023-04-28
7906,2023-05-04
7907,2023-05-05
7908,2023-05-08
7909,2023-05-09
7910,2023-05-10
7911,2023-05-11
7912,2023-05-12
7913,2023-05-15
7914,2023-05-16
7915,2023-05-17
7916,2023-05-18
7917,2023-05-19
7918,2023-05-22
7919,2023-05-23
7920,2023-05-24
7921,2023-05-25
7922,2023-05-26
7923,2023-05-29
7924,2023-05-30
7925,2023-05-31
7926,2023-06-01
7927,2023-06-02
7928,2023-06-05
7929,2023-06-06
7930,2023-06-07
7931,2023-06-08
7932,2023-06-09
7933,2023-06-12
7934,2023-06-13
7935,2023-06-14
7936,2023-06-15
7937,2023-06-16
7938,2023-06-19
7939,2023-06-20
7940,2023-06-21
7941,2023-06-26
7942,2023-06-27
7943,2023-06-28
7944,2023-06-29
7945,2023-06-30
7946,2023-07-03
7947,2023-07-04
7948,2023-07-05
7949,2023-07-06
7950,2023-07-07
7951,2023-07-10
7952,2023-07-11
7953,2023-07-12
7954,2023-07-13
7955,2023-07-14
7956,2023-07-17
7957,2023-07-18
7958,2023-07-19
7959,2023-07-20
7960,2023-07-21
7961,2023-07-24
7962,2023-07-25
7963,2023-07-26
7964,2023-07-27
7965,2023-07-28
7966,2023-07-31
7967,2023-08-01
7968,2023-08-02
7969,2023-08-03
7970,2023-08-04
7971,2023-08-07
7972,2023-08-08
7973,2023-08-09
7974,2023-08-10
7975,2023-08-11
7976,2023-08-14
7977,2023-08-15
7978,2023-08-16
7979,2023-08-17
7980,2023-08-18
7981,2023-08-21
7982,2023-08-22
7983,2023-08-23
7984,2023-08-24
7985,2023-08-25
7986,2023-08-28
7987,2023-08-29
7988,2023-08-30
7989,2023-08-31
7990,2023-09-01
7991,2023-09-04
7992,2023-09-05
7993,2023-09-06
7994,2023-09-07
7995,2023-09-08
7996,2023-09-11
7997,2023-09-12
7998,2023-09-13
7999,2023-09-14
8000,2023-09-15
8001,2023-09-18
8002,2023-09-19
8003,2023-09-20
8004,2023-09-21
8005,2023-09-22
8006,2023-09-25
8007,2023-09-26
8008,2023-09-27
8009,2023-09-28
8010,2023-10-09
8011,2023-10-10
8012,2023-10-11
8013,2023-10-12
8014,2023-10-13
8015,2023-10-16
8016,2023-10-17
8017,2023-10-18
8018,2023-10-19
8019,2023-10-20
8020,2023-10-23
8021,2023-10-24
8022,2023-10-25
8023,2023-10-26
8024,2023-10-27
8025,2023-10-30
8026,2023-10-31
8027,2023-11-01
8028,2023-11-02
8029,2023-11-03
8030,2023-11-06
8031,2023-11-07
8032,2023-11-08
8033,2023-11-09
8034,2023-11-10
8035,2023-11-13
8036,2023-11-14
8037,2023-11-15
8038,2023-11-16
8039,2023-11-17
8040,2023-11-20
8041,2023-11-21
8042,2023-11-22
8043,2023-11-23
8044,2023-11-24
8045,2023-11-27
8046,2023-11-28
8047,2023-11-29
8048,2023-11-30
8049,2023-12-01
8050,2023-12-04
8051,2023-12-05
8052,2023-12-06
8053,2023-12-07
8054,2023-12-08
8055,2023-12-11
8056,2023-12-12
8057,2023-12-13
8058,2023-12-14
8059,2023-12-15
8060,2023-12-18
8061,2023-12-19
8062,2023-12-20
8063,2023-12-21
8064,2023-12-22
8065,2023-12-25
8066,2023-12-26
8067,2023-12-27
8068,2023-12-28
8069,2023-12-29
